"哀れむ","あわれむ","to pity, to feel sympathy for, to sympathize with, to sympathise with, to commiserate with, to have mercy on; to enjoy the beauty of, to appreciate, to admire"
"何時に無く","いつになく","unusually, unwontedly, uncharacteristically"
"","バッハ","Bach (German composer, 1685-1750)"
"相場","そうば","market price; speculation (e.g. on stocks); reputation (according to conventional wisdom), estimation, esteem"
"主体","しゅたい","main constituent, core, nucleus; subject"
"","アスファルト","asphalt"
"仕切り","しきり","partition, division, boundary, compartment; settlement of accounts; preliminary warm-up ritual, toeing the mark; directing, controlling, managing, taking responsibility for"
"文面","ぶんめん","contents of a document (esp. of a letter)"
"原則","げんそく","principle, general rule; as a rule, in principle, in general"
"強請る","ねだる","to beg, to pester, to plead, to coax, to hound, to importune"
"酒屋","さかや","liquor store, wine shop, bottle shop; sake dealer, liquor-store owner, brewer"
"予想外","よそうがい","unexpected, unforeseen, strange"
"液","えき","liquid, fluid"
"","バスルーム","bathroom"
"断固","だんこ","firm, determined, resolute, conclusive"
"","ライバル, ライヴァル","rival, competitor, competition"
"浦","うら","inlet; seashore, beach"
"阪神","はんしん","Osaka-Kobe; Hanshin (company name: railway, dept. store, baseball team, etc.)"
"真意","しんい","real intention, true motive, true meaning"
"一国","いっこく","one country; the whole nation, the whole country; stubborn, obstinate"
"喪失","そうしつ","loss, forfeit"
"大喜び","おおよろこび","great joy, delight, jubilation"
"人妻","ひとづま","married woman; another's wife"
"待ち構える","まちかまえる","to lie in wait (for), to be on the watch (for), to wait (for), to watch (for)"
"仏像","ぶつぞう","statue of Buddha, image of Buddha, Buddhist statue, Buddhist image"
"四肢","しし","the (four) limbs, arms and legs"
"呉れ呉れも","くれぐれも","sincerely, earnestly, wholeheartedly; repeatedly, over and over, again and again"
"年配","ねんぱい","(approximate) age, years; elderly, old, aged; older (than), senior"
"結晶","けっしょう","crystal, crystallization, crystallisation; fruits (of labor, union, etc.)"
"頭髪","とうはつ","hair (on the head)"
"","ビジネス","business"
"本国","ほんごく, ほんこく","home country, one's own country, country of origin; suzerain country (from the perspective of the vassal state), colonizing country; country of one's ancestors; this country"
"省略","しょうりゃく","omission, leaving out; abbreviation, abridgment, abridgement, shortening (e.g. of a name)"
"荷台","にだい","(truck) load-carrying tray, (bicycle) luggage carrier, roof rack"
"外界","がいかい","outside world, physical world"
"彼氏","かれし","boyfriend; he, him"
"浅黒い","あさぐろい","dark (skin, complexion, etc.), swarthy, tanned"
"","ストレス","stress"
"冒頭","ぼうとう","beginning, opening, start, outset"
"進展","しんてん","progress, development"
"人間関係","にんげんかんけい","human relations, personal relationships"
"被告人","ひこくにん","accused, defendant, prisoner at the bar"
"物置","ものおき","storage room, storeroom, lumber room"
"張り切る","はりきる","to be in high spirits, to be full of vigor (vigour), to be enthusiastic, to be eager, to stretch to breaking point"
"","タイル","tile"
"狩猟","しゅりょう","hunting"
"","スーツケース","suitcase"
"","ブーツ","boots"
"","フィン","(diving) fin, swim fin, flipper; fin (on a surfboard, aircraft, etc.)"
"転換","てんかん","conversion, diversion, changeover, commutation, switchover"
"晴れ","はれ","clear weather, fine weather; formal, ceremonial, public; cleared of suspicion"
"有り触れた","ありふれた","common, commonplace, ordinary, familiar, everyday, garden-variety, trite, stale, hackneyed, stereotyped"
"騒音","そうおん","noise, din"
"置き去り","おきざり","leaving behind, desertion, abandonment"
"","オドオド, おどおど","timidly, nervously, hesitantly, trembling (with fear), fearfully, anxiously"
"部族","ぶぞく","tribe"
"邸宅","ていたく","(large) house, residence, mansion"
"貿易","ぼうえき","(foreign) trade, (international) commerce, importing and exporting"
"昼寝","ひるね","(afternoon) nap, sleeping during the day, siesta"
"心がける","こころがける","to keep in mind, to bear in mind, to try, to aim to do, to endeavor, to endeavour"
"北京","ペキン, ペイチン","Beijing (China), Peking"
"群集","ぐんしゅう","crowd, community, group, herd, gathering, assembly"
"","ストレート","straight; straightforward, direct, blunt, candid; straight (wins, sets, etc.); straight (liquor), neat, black (tea or coffee); entering university right after graduating high school; (four-seam) fastball; straight (punch); straight (in poker); straight (i.e. heterosexual), straight person"
"補う","おぎなう","to supplement, to make up for, to compensate for, to cover (a shortage, loss, etc.), to fill (e.g. a vacancy)"
"お弁当","おべんとう","bento, Japanese box lunch"
"関節","かんせつ","joint"
"粗い","あらい","coarse, rough"
"俺","おれ, オレ, おらあ, おり","I, me"
"書き上げる","かきあげる","to finish writing, to complete; to write down (e.g. a list), to write out"
"","ベスト","best"
"代金","だいきん","price, cost, charge, payment, bill, fee"
"出所","しゅっしょ","source, origin, provenance; birthplace; release from prison, discharge from prison"
"眩暈","めまい","dizziness, giddiness, vertigo"
"風","ふう","method, manner, way, style; appearance, air; tendency; folk song (genre of the Shi Jing); wind (one of the five elements)"
"","フリー","free (of restraint, controls, etc.); free (of charge); freelance, independent; freelancer; one-size-fits-all; free skating, long program"
"放火","ほうか","arson, setting fire"
"山頂","さんちょう","summit (of a mountain)"
"茎","くき","stalk, stem"
"陣営","じんえい","camp (supporters of a doctrine, party, etc.), faction (of a party); military camp, encampment, cantonment"
"下品","げひん","vulgar, indecent, coarse, crude"
"虐め","いじめ, イジメ","bullying, teasing"
"","アルバム","album"
"暮れ","くれ","sunset, sundown, nightfall, dusk; end, close; year-end, end of the year"
"独占","どくせん","monopoly, monopolization, exclusivity; hogging, keeping to oneself"
"膨大","ぼうだい","huge, vast, enormous, colossal, extensive, large; swelling, expansion"
"傾げる","かしげる, かたげる","to tilt (esp. head), to lean, to incline, to slant"
"桟橋","さんばし, さんきょう","wharf, bridge, jetty, pier"
"集会","しゅうかい","meeting, assembly, gathering, congregation, convention, rally"
"地価","ちか","the price of land"
"日中","にっちゅう","daytime, during the day; Japan and China, Japanese-Chinese, Sino-Japanese"
"坊さん","ぼうさん","Buddhist priest, monk; boy"
"","シーズン","season (period in which regulated games are played); season (division of the year); season (of a TV show, etc.); season (for doing something, e.g. ski season, entrance examination season)"
"名目","めいもく, みょうもく","name, title, appellation, (something) nominal; (under the) pretext (of), pretense"
"真上","まうえ","right above, just above, directly above, directly overhead"
"","ロッカー","locker"
"落ち","おち, オチ","slip, omission; upshot, denouement, outcome, final result; punch line (of a joke)"
"官吏","かんり","government official, public servant, civil servant"
"","ピース","peace; peace sign, V sign"
"甚だしい","はなはだしい","extreme, excessive, terrible, intense, severe, serious, tremendous, heavy (damage)"
"土台","どだい","foundation, base, basis; from the beginning, from the outset, by nature"
"腹部","ふくぶ","abdomen, abdominal region, belly; middle part"
"見破る","みやぶる","to see through (a plot, lie, etc.), to penetrate into, to discover, to find out"
"","スリッパ, スリッパー","slipper, slippers"
"琉球","りゅうきゅう","Ryukyu, chain of southwestern Japanese islands comprising Okinawa Prefecture"
"","リアル","real, realistic, true to life; serious, non-joking, earnest; realtime blog; real world (cf. online games or social networking services)"
"華盛頓","ワシントン","Washington, D.C. (United States); Washington (US state)"
"満面","まんめん","the whole face; (wearing an expression) all over one's face"
"論理的","ろんりてき","logical"
"扱い","あつかい","treatment, service, dealing (with), handling, management; handling (of a machine, tool, etc.), operation, use; treating as, treating like"
"前者","ぜんしゃ","the former, the first"
"病死","びょうし","death from disease, death from illness"
"織る","おる","to weave"
"","レジ","(cash) register; checkout (counter), cashier"
"自白","じはく","confession, admission"
"満月","まんげつ","full moon"
"一大","いちだい","one large ..., a great ..."
"見下す","みくだす","to look down (on), to condescend (to)"
"試練","しれん","test, trial, ordeal, tribulation"
"腸","ちょう","intestine, bowel"
"使途","しと","purpose for which money is spent, the way money is spent, how goods are used"
"重たい","おもたい","heavy, weighty; heavy (feeling, atmosphere, etc.), serious, gloomy, depressing"
"","トール","toll"
"武力","ぶりょく","armed might, military power, the sword, force"
"守備","しゅび","defense, defence; fielding"
"活用","かつよう","practical use, application, making good use of, putting to good use, capitalizing on; conjugation, inflection"
"神秘的","しんぴてき","mysterious, mystical"
"研究者","けんきゅうしゃ","researcher"
"","オーナー, オーナ","owner (esp. of a business)"
"","ショット","shot; shot, hit, strike; shooting (a basketball); shot (of a gun); shot (of alcohol)"
"好都合","こうつごう","convenient, favorable, favourable, expedient, expedience"
"温める","あたためる, あっためる","to warm (up), to heat (up); to sit on (an idea, plan, etc.), to keep to oneself, to nurse, to mull over; to renew (an old friendship); to take for oneself"
"","インディアン, インデアン","(American) Indian, Native American; Indian"
"稀","まれ","rare, seldom"
"行儀","ぎょうぎ","manners, behavior, behaviour"
"変貌","へんぼう","transfiguration, transformation, change of appearance"
"","ガソリン","gasoline, petrol"
"業務","ぎょうむ","business, work, operations, service, duties"
"半身","はんしん","half the body, half length"
"喪","も, そう","mourning; calamity, misfortune"
"太子","たいし","crown prince; Prince Shōtoku"
"昇進","しょうしん, しょうじん","promotion, advancement, rising in rank"
"北側","きたがわ, ほくそく","north side, north bank"
"発動","はつどう","putting into operation; invocation"
"分解","ぶんかい","disassembly, dismantling, disaggregating, taking apart, breaking up, analysis, parsing; decomposition, resolution, disintegration, degradation; factorization"
"断片","だんぺん","fragment, scrap, piece, shred"
"省みる","かえりみる","to reflect on (oneself, past conduct, etc.), to contemplate, to examine, to think over, to introspect"
"深める","ふかめる","to deepen, to heighten, to intensify"
"裏返す","うらがえす","to turn inside out, to turn the other way, to turn (something) over"
"未だしも","まだしも","rather, better"
"杭","くい","stake, post, pile, picket; stump"
"","ヒソヒソ, ひそひそ","in a whisper, in a low voice, in undertones"
"未熟","みじゅく","unripe, green, immature; immature, inexperienced, unskilled, green"
"括る","くくる","to tie up, to tie together, to bind, to bundle, to fasten; to hang (oneself); to summarize, to put (it all) together, to consolidate; to estimate, to expect; to tie-dye; to detain, to check, to restrain"
"繁栄","はんえい","prosperity, thriving, flourishing"
"","わくわく, ワクワク, ワックワク","to be excited, to be nervous, to be thrilled"
"上田","じょうでん","high rice field, very fertile rice field"
"壇","だん","platform, podium, rostrum, pulpit; (ceremonial) mound; world (of haiku, art, etc.), (literary) circles; mandala"
"予告","よこく","(advance) notice, preliminary announcement, warning; trailer (for a film, TV show, etc.)"
"銀貨","ぎんか","silver coin"
"無我","むが","selflessness, self-effacement, self-renunciation; anatta, anatman, doctrine that states that humans do not possess souls"
"思い当たる","おもいあたる","to suddenly understand (esp. on basis of experience or memory), to come to mind, to recall (in a flash), to be reminded of, to call to mind, to think of, to strike on, to hit on an answer, to seize the crux of a problem"
"","ソフト","soft; software; soft hat, felt hat; soft serve ice cream; softball"
"","ダメージ","damage"
"","レッド, レット","red"
"に加えて","にくわえて","in addition"
"","むっつり","sullenly, taciturnly, morosely, gloomily, silently; taciturn person, uncommunicative person"
"河口","かこう, かわぐち","mouth of river, estuary"
"先月","せんげつ","last month"
"大嫌い","だいきらい","hating, strongly disliking"
"床屋","とこや","barbershop, barber shop, barber"
"煩う","わずらう","to worry (about), to be concerned (about); to have trouble doing ..., to struggle to ..."
"表明","ひょうめい","declaration, indication, representation, manifestation, demonstration, expression, announcement, assertion"
"教訓","きょうくん","lesson, precept, teachings, moral"
"一目","ひとめ","glance, look, glimpse; complete view, bird's-eye view"
"人事","ひとごと, たにんごと","other people's affairs, someone else's problem"
"","オペラ","opera"
"懲役","ちょうえき","penal servitude, imprisonment with hard labor (hard labour)"
"日差し","ひざし","sunlight, rays of the Sun"
"衰弱","すいじゃく","weakness, debility, breakdown, prostration"
"燃え上がる","もえあがる","to flare up, to burst into flames"
"店先","みせさき","storefront, shopfront"
"乳首","ちくび, ちちくび","nipple, teat"
"","ベテラン, ヴェテラン","veteran (in a particular field), person with a lot of experience, old hand"
"義母","ぎぼ","mother-in-law; foster mother; step mother"
"手順","てじゅん","process, procedure, sequence, protocol, instruction"
"静止","せいし","stillness, rest, being stationary, standing still, coming to a standstill"
"臍","へそ, ほぞ, ヘソ","navel, belly button; protrusion or depression in the middle of an object; center, centre, most important part, main point"
"当面","とうめん","current, urgent, pressing, impending; to confront (an issue), to face (up to something); for the meantime, at present"
"反発","はんぱつ","opposition, rebellion, revolt, resistance, backlash, refusal; rebounding, recoiling, repulsion; rally (e.g. in stock prices), recovery"
"自称","じしょう","self-proclaimed, self-professed, self-styled, would-be; professing oneself to be, calling oneself, describing oneself as; first person"
"充満","じゅうまん","being filled with, being full of, permeation"
"材木","ざいもく","wood (for building), lumber, timber"
"制止","せいし","control, check, restraint, inhibition"
"快適","かいてき","pleasant, agreeable, comfortable"
"木製","もくせい","wooden, made of wood"
"炬燵","こたつ, コタツ","kotatsu, table over an electric heater, with a hanging quilt to retain heat (orig. over a charcoal brazier in a floor well)"
"べきでは無い","べきではない","should not, must not"
"家賃","やちん","rent"
"確定","かくてい","decision, settlement, confirmation, establishment"
"偏見","へんけん","prejudice, bias, distorted view"
"存分","ぞんぶん","to one's heart's content, as much as one likes, without reserve, freely, to the full"
"及ぼす","およぼす","to exert (influence), to exercise, to cause (e.g. damage), to do (e.g. harm), to bring about (e.g. benefits), to extend, to have an effect (on)"
"","デビュー, デビュウ","debut, doing something for the first time; starting anew, starting afresh"
"行進","こうしん","march, parade"
"逸れる","それる","to turn away, to bear off, to veer away, to swerve from, to miss (e.g. a target); to deviate (e.g. of a conversation), to digress, to go astray, to wander"
"針金","はりがね","wire"
"成就","じょうじゅ","fulfillment, fulfilment, realization, realisation, completion"
"家庭教師","かていきょうし","(home) tutor, private tutor, private teacher"
"豪","ごう","Australia"
"号令","ごうれい","order (esp. to a number of people), command; ritual of bowing at start and end of school class"
"","にゃー, にゃあ, にゃお, にゃあご","meow, miaow"
"桑","くわ, クワ","mulberry (tree)"
"盲","めくら, メクラ","blindness, blind person; illiteracy, illiterate person; ignorance, ignorant person"
"畝","うね","ridge (in field), row of raised earth when planting crops; rib (cloth, mountains, sea), cord (e.g. corduroy)"
"出番","でばん","one's turn, one's shift; one's turn on stage, screen time; one's time (to act), one's chance, one's part (to play)"
"魚雷","ぎょらい","torpedo"
"野生","やせい","wild; growing wild, living in the wild; I, me"
"奪取","だっしゅ","usurpation, taking back, dispossession"
"誇張","こちょう","exaggeration"
"初版","しょはん","first edition"
"念入り","ねんいり","careful, scrupulous, thorough, conscientious, elaborate, deliberate, attentive"
"","トランプ, トラムプ","(Western) playing cards"
"価格","かかく","price, value, cost"
"人体","じんたい","human body"
"民家","みんか","private house"
"的確","てきかく, てっかく","accurate, precise, exact, appropriate, apt, right"
"構内","こうない","premises, grounds, campus, compound, precincts"
"辞退","じたい","declining, refusal, nonacceptance, turning down, withdrawal (e.g. of candidacy), pulling out (e.g. of a race), excusing oneself"
"叶う","かなう","to come true (of a wish, prayer, etc.), to be realized, to be fulfilled; to suit (e.g. a purpose), to meet (wishes, ideals, etc.), to conform to (standards, rules, etc.), to be consistent with; to match (implies competition), to rival, to bear (e.g. the heat)"
"暖簾","のれん, のうれん, のんれん","(short) curtain hung at shop entrance, split curtain used to divide spaces in a house; reputation (of a store), good name, credit; goodwill"
"渡来","とらい","visit (from abroad); introduction (from abroad), importation"
"","そわそわ, ソワソワ","restlessly, nervously, uneasily, in a fidget"
"権限","けんげん","power, authority, jurisdiction"
"順番","じゅんばん","order, turn"
"自惚れる","うぬぼれる","to be conceited"
"成人","せいじん","adult, grown-up; becoming an adult, coming of age, growing up (to be a man, woman)"
"著書","ちょしょ","(written) work, book, writings"
"見受ける","みうける","to catch sight of, to see, to suppose, to assume from appearances"
"","ペース","pace"
"円形","えんけい, まるがた","round shape, circle, circular form"
"危うい","あやうい","dangerous, in danger, facing imminent danger; precarious (situation), perilous (state, balance, etc.), in doubt, in jeopardy, uncertain, insecure, concerning, worrying"
"木綿","もめん, きわた","cotton (material); red silk-cotton tree (Bombax ceiba)"
"主義者","しゅぎしゃ","advocate (of a theory or principle), ideologist, ideologue; -ist (i.e. adherent to a belief system); socialist, communist, anarchist"
"市街","しがい","urban areas, the streets, town, city"
"","パチンコ, ぱちんこ","pachinko, mechanical gambling game superficially resembling pinball; slingshot, catapult; pistol"
"待合室","まちあいしつ","waiting room"
"放浪","ほうろう","wandering, roaming, drifting"
"一方通行","いっぽうつうこう","one-way traffic; one-way (e.g. communication), one-sided"
"太陽系","たいようけい","solar system"
"","ナウ, なう","trendy, in, now; currently at ..., now doing ..., in the middle of ..."
"石炭","せきたん, いしずみ","coal"
"潜る","くぐる","to go under, to pass under, to go through, to pass through; to dive (into or under the water); to evade, to get around, to slip past; to survive, to surmount"
"評","ひょう","criticism, commentary, review"
"瓦礫","がれき, がりゃく","rubble, debris, wreckage, tiles and pebbles; trash, rubbish"
"顧みる","かえりみる","to look back on (the past), to reflect on, to reminisce about; to look behind (at), to turn round (and look), to look over one's shoulder; to consider, to concern oneself about, to take notice of, to pay attention to, to take into consideration"
"意気","いき","spirit, heart, disposition"
"設立","せつりつ","establishment, founding; incorporation (of a business)"
"告発","こくはつ","indictment, prosecution, complaint"
"請求","せいきゅう","claim, demand, charge, application, request, billing (for a service)"
"栄養","えいよう","nutrition, nourishment"
"助言","じょげん, じょごん","advice, counsel, suggestion, tip, hint"
"苔","こけ, コケ","moss; short plants resembling moss (incl. other bryophytes, lichens, very small spermatophytes, etc.)"
"家事","かじ","housework, domestic chores; family affairs, household matters"
"文献","ぶんけん","literature, books (reference), document"
"包み込む","つつみこむ","to wrap up"
"お使い","おつかい","errand, mission, going on an errand; messenger, bearer, errand boy, errand girl; familiar spirit"
"前年","ぜんねん","the preceding year, the previous year, last year"
"","うとうと, ウトウト, うとっと, ウトッと, ウトっと","falling into a doze, dozing off, nodding off"
"警報","けいほう","alarm, warning"
"午","うま","the Horse (seventh sign of the Chinese zodiac); hour of the Horse (around noon, 11am-1pm, or 12 noon-2pm); south; fifth month of the lunar calendar"
"流れ込む","ながれこむ","to flow into, to pour into, to stream into"
"崇拝","すうはい","worship, adoration, admiration, cult"
"","いそいそ, イソイソ","cheerfully, joyously, joyfully, happily, lightheartedly, excitedly, eagerly"
"家屋","かおく","house, building"
"","ミニ","mini-; miniskirt"
"発散","はっさん","emission, emanation, radiation, diffusion, dispersion; letting out (feelings), venting; divergence (of light); divergence"
"肉親","にくしん","blood relationship, blood relative"
"吹雪","ふぶき","snow storm, blizzard"
"芽","め","sprout, shoot, bud; germinal disk (in an egg)"
"推薦","すいせん","recommendation, referral, endorsement"
"総理","そうり","prime minister (as the head of a cabinet government), premier; leading, overseeing, leader, overseer, president"
"同調","どうちょう","conformity, alignment, agreement, sympathy, following suit; tuning; same tone, same pitch"
"妥協","だきょう","compromise, giving in"
"備わる","そなわる","to be furnished with, to be provided with, to be equipped with; to be possessed of, to be endowed with, to be gifted with; to be among, to be one of"
"送り込む","おくりこむ","to send in"
"潜水艦","せんすいかん","submarine"
"宿題","しゅくだい","homework, assignment; pending issue, unresolved problem, open question"
"瘤","こぶ","bump, lump, protuberance, swelling"
"","おろおろ, オロオロ","in confusion, in a fluster, in bewilderment, in a dither, in a panic, all shook up, helplessly; sobbing, tearfully, trembling (voice)"
"復帰","ふっき","return, reversion, comeback, reinstatement; carriage return"
"水田","すいでん","(water-filled) paddy field"
"洪水","こうずい","flood, flooding"
"乾燥","かんそう","dryness, aridity, drying (e.g. clothes), dehydration, desiccation; insipidity"
"軽々","かるがる, かろがろ","lightly, easily, carelessly"
"片側","かたがわ","one side"
"毛糸","けいと","knitting wool, woolen yarn, woollen yarn"
"本性","ほんしょう, ほんせい","true character, real nature"
"","ソース","sauce; Worcestershire sauce"
"捕まる","つかまる","to be caught, to be arrested; to hold on to, to grasp; to find (e.g. proof), to get (e.g. a taxi); to be detained by"
"疑義","ぎぎ","doubt"
"日向","ひなた","sunny place, in the sun"
"取り込む","とりこむ","to take in, to bring in, to adopt (e.g. behaviour), to introduce; to capture (e.g. image), to import; to win over, to please, to curry favour with, to flatter; to defraud of, to swindle, to embezzle; to be busy, to be in confusion, to have trouble"
"各国","かっこく, かくこく","each country, every country, various countries, all countries"
"遠征","えんせい","(military) expedition, campaign; expedition (for exploration, research, etc.), travelling (a long way), tour (by a sports team, performer, etc.), visit"
"畏まりました","かしこまりました","certainly!"
"嘴","くちばし, はし, クチバシ","beak, bill"
"盲目","もうもく","blindness; blind (e.g. love, faith), reckless"
"閉口","へいこう","to be stumped, to be at a loss, to be at one's wits' end, to be nonplussed; to be fed up, to be tired (of), to be unable to bear, to be annoyed"
"女らしい","おんならしい","womanly, ladylike, feminine"
"炭","すみ","charcoal; charred remains"
"徹する","てっする","to penetrate, to sink in; to devote oneself (to), to do intently and exclusively; to do throughout (e.g. the night)"
"若手","わかて","young person"
"匹敵","ひってき","to be a match for, to rival, to equal, to compare with, to be equivalent to"
"砲兵","ほうへい","artillery, gunner"
"恩人","おんじん","benefactor, patron, person to whom one owes a great deal, person to whom one is (deeply) indebted"
"優美","ゆうび","grace, refinement, elegance, daintiness"
"色気","いろけ","colouring, coloring, shade of colour (color); sex appeal (esp. of women), sexiness, sexual allure, seductiveness; interest in the opposite sex, sexual feelings, sexual urge; charm, elegance, romance, graciousness; feminine presence; desire, interest, ambition, inclination"
"調達","ちょうたつ","supply, provision, raising, procurement"
"虚無","きょむ","nihility, nothingness"
"手招き","てまねき","beckoning"
"","ペット","pet; trumpet"
"題名","だいめい","title, caption, heading"
"水平線","すいへいせん","horizon (related to bodies of water)"
"鼓","つづみ","hand drum"
"","ストリート","street"
"どこにも無い","どこにもない","nowhere"
"水上","すいじょう","on the water, aquatic; waterside, water's edge"
"引き渡す","ひきわたす","to deliver, to extradite, to stretch across, to hand over"
"洗面所","せんめんじょ","washroom, bathroom"
"悪事","あくじ","evil deed, wrongdoing, crime, vice; misfortune, calamity"
"一条","いちじょう","one line, one streak, one stripe, one ray (of light), one wisp (of smoke); one item (in an itemized form), one clause, one passage (in a book); one matter (affair, event, case, incident)"
"長閑","のどか","tranquil, calm, quiet, peaceful, serene; mild (weather), balmy"
"地主","じぬし","landowner, landlord, landlady"
"お化け","おばけ, オバケ","ghost, apparition; goblin, monster, demon; something unusually large"
"心当たり","こころあたり","having in mind, happening to know (of), idea (of), inkling"
"無し","なし","without; unacceptable, not alright, unsatisfactory; nonexistent, not being (there)"
"人情","にんじょう","humanity, empathy, kindness, sympathy; human nature, common sense, customs and manners"
"追撃","ついげき","pursuit (of a fleeing enemy), chase, follow-up attack"
"意欲","いよく","will, desire, eagerness, interest, drive, motivation, urge, ambition"
"転倒","てんとう","fall, falling down, tumbling, toppling (over); inversion, reversal, turning upside-down; getting upset, losing one's presence of mind"
"蔑む","さげすむ","to scorn, to despise, to hold in contempt, to look down on, to disdain"
"放出","ほうしゅつ","release, emission, ejection"
"雄大","ゆうだい","grand, magnificent, majestic, great, sublime"
"","ウッド","wood; wood (club)"
"報じる","ほうじる","to report, to inform; to repay, to return, to requite"
"専念","せんねん","absorption, giving undivided attention, devoting oneself (to)"
"","ムード","mood, atmosphere; mood"
"ないと行けない","ないといけない","have to (verb), must (verb); is indispensable, absolutely necessary"
"迷信","めいしん","superstition, superstitious belief"
"火鉢","ひばち","brazier, hibachi"
"税金","ぜいきん","tax, duty"
"詩集","ししゅう","poetry anthology, collection of poems, collected poems"
"侵略","しんりゃく","invasion (e.g. of a country), raid, aggression"
"丘陵","きゅうりょう","hill, hillock; rolling hills, foothills"
"接続","せつぞく","connection, attachment, union, join, joint, link; changing trains; conjunction"
"一ヶ月","いっかげつ","one month"
"人出","ひとで","crowd, turnout"
"熱烈","ねつれつ","ardent, passionate, vehement"
"織り","おり","weave, weaving, woven item"
"味噌汁","みそしる","miso soup"
"来客","らいきゃく, らいかく","visitor, caller"
"","ダイヤル, ダイアル","dial (e.g. telephone, radio, clock, gauge)"
"","リード","lead, leading, taking the lead; leading (in points, goals, etc.), getting ahead; lead (from a base); lead (of an article), lede; lead (wire); leash, lead; (sales) lead, prospective client"
"週末","しゅうまつ","weekend"
"低下","ていか","fall, decline, lowering, deterioration, degradation"
"伝承","でんしょう","handing down (information), legend, tradition, folklore, transmission"
"破綻","はたん","failure, collapse, breakdown, break-up, bankruptcy; tear (in clothing, etc.), rip, split"
"天然","てんねん","nature, spontaneity; natural airhead"
"口上","こうじょう","vocal message, speech, statement; prologue at the start of a kabuki performance"
"男たち","おとこたち","men, males"
"","カーン","kern; Kahn"
"現役","げんえき","active duty, active service; student taking (university) entrance exams while still enrolled in school, student who passed their university entrance exams on the first try"
"投入","とうにゅう","throwing in, inserting, depositing (e.g. a ballot); investment, commitment (of funds, personnel, etc.), injection, infusion; launching (a product into the market), introduction; submitting (a job to a computer), issuing (a command)"
"海中","かいちゅう","in the sea"
"二号","にごう","number two; mistress, concubine"
"過剰","かじょう","excess, surplus, superabundance, overabundance"
"何回","なんかい","how many times"
"見物人","けんぶつにん","spectator, sightseer, onlooker"
"腫れる","はれる","to swell (from inflammation), to become swollen"
"灘","なだ","open sea"
"","サンドイッチ, サンドウィッチ","sandwich"
"問い合わせる","といあわせる","to enquire, to inquire, to seek information"
"","バイオリン, ヴァイオリン","violin"
"","ヘリコプター, ヘリコプタ","helicopter"
"受賞","じゅしょう","winning (a prize), receiving (an award), being awarded"
"出入り口","でいりぐち","exit and entrance"
"投影","とうえい","projection"
"合理的","ごうりてき","rational, reasonable, logical"
"資産","しさん","property, fortune, means, assets"
"異性","いせい","the opposite sex; isomerism"
"豪族","ごうぞく","powerful family, powerful clan"
"放射","ほうしゃ","radiation, emission"
"彫像","ちょうぞう","(carved) statue, sculpture"
"お出かけ","おでかけ","about to start out, just about to leave or go out; outing, trip"
"効果的","こうかてき","effective, successful"
"夕日","ゆうひ, せきじつ","evening sun, setting sun"
"決着","けっちゃく","conclusion, decision, end, settlement"
"","あの, あのー, あのう","say, well, um, er"
"他国","たこく","foreign country, another country; another province; strange land, alien land"
"東側","ひがしがわ","east side, east bank"
"表向き","おもてむき","outward appearance, ostensible, public, official"
"遮断","しゃだん","isolation, cut off, blockade, quarantine, interception, deprivation"
"真心","まごころ, まこころ","sincerity, true heart, devotion"
"生き返る","いきかえる","to revive, to come to oneself, to be restored to life"
"","コーチ","coach"
"","ジャンパー, ジャンパ, ジャンバー","(short) jacket, blouson, windbreaker, jumper; ski jumper, jumping event athlete; jumper lead, jumper wire"
"垣根","かきね","hedge, fence; border, limit"
"式部","しきぶ","(Meiji era) official responsible for court ceremonies"
"誤魔化す","ごまかす","to deceive, to cheat, to swindle; to falsify, to misrepresent, to lie about, to tamper with, to fiddle, to doctor, to cook; to evade (a question, taxes, etc.), to dodge, to gloss over (a mistake, fault, etc.), to smooth over, to get one's way out of (a difficult situation), to explain away; to embezzle, to pocket"
"","イラスト","illustration, picture, sketch, drawing, figure"
"挑発","ちょうはつ","provocation, stirring up, arousal, excitement, stimulation"
"宿泊","しゅくはく","accommodation, lodging"
"明朝","みょうちょう, みょうあさ","tomorrow morning"
"","ターン","turn; turn (melodic ornament); turn (in a game)"
"古来","こらい","from ancient times, from old times, from time immemorial"
"離脱","りだつ","withdrawal, secession, separation, breakaway"
"交通事故","こうつうじこ","traffic accident"
"雷鳴","らいめい","thunder, thunderclap, crash of thunder"
"","ユーモア, ヒューモア","humor, humour, joke"
"発売","はつばい","sale, offering for sale, putting on sale, putting on the market, release (for sale)"
"推理小説","すいりしょうせつ","mystery novel, detective novel, whodunit"
"一泊","いっぱく","(staying) one night, overnight stay; overnight rental, per-night rental"
"日常生活","にちじょうせいかつ","everyday life, daily life"
"","デブ, でぶ","fat, chubby; fatso, fatty, fat person"
"様相","ようそう","aspect, phase, condition; modality"
"何日","なんにち","what day; how many days"
"異質","いしつ","different (quality, nature), heterogeneous"
"毒殺","どくさつ","killing by poisoning, killing with poison, poisoning (to death)"
"触れ合う","ふれあう","to come into contact with, to touch (each other), to have a brush with"
"口論","こうろん","quarrel, argument, row, (verbal) dispute"
"喧しい","やかましい","noisy, loud, clamorous, boisterous; much talked of, much-discussed, vexed; strict, severe, stern; particular, fussy, fastidious, fault-finding, carping"
